#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Pseudomonas aeruginosa,env199,19537,SAMN07504825 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330235.1 ,6.24196,66.5,-,NRGB01,74,5902,5744,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/235/GCF_002330235.1_ASM233023v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/235/GCA_002330235.1_ASM233023v1
Pseudomonas aeruginosa,env142,19537,SAMN07504811 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330255.1 ,6.55233,66.2,-,NRAN01,148,6356,6116,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/255/GCF_002330255.1_ASM233025v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/255/GCA_002330255.1_ASM233025v1
Pseudomonas aeruginosa,env137a,19537,SAMN07504807 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330275.1 ,6.35959,66.4,-,NRAQ01,97,6040,5861,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/275/GCF_002330275.1_ASM233027v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/275/GCA_002330275.1_ASM233027v1
Pseudomonas aeruginosa,env113a,19537,SAMN07504802 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330305.1 ,7.00613,65.8,-,NRAS01,166,6746,6464,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/305/GCF_002330305.1_ASM233030v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/305/GCA_002330305.1_ASM233030v1
Pseudomonas aeruginosa,env110a,19537,SAMN07504800 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330315.1 ,7.14067,65.9,-,NRAT01,113,7012,6713,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/315/GCF_002330315.1_ASM233031v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/315/GCA_002330315.1_ASM233031v1
Pseudomonas aeruginosa,env104,19537,SAMN07504795 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330345.1 ,6.44866,66.5,-,NRAX01,164,6124,5931,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/345/GCF_002330345.1_ASM233034v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/345/GCA_002330345.1_ASM233034v1
Pseudomonas aeruginosa,env102,19537,SAMN07504793 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330355.1 ,6.46408,66.4,-,NRAZ01,64,6137,5975,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/355/GCF_002330355.1_ASM233035v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/355/GCA_002330355.1_ASM233035v1
Pseudomonas aeruginosa,env092b,19537,SAMN07504788 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330385.1 ,6.64836,66.2,-,NRBD01,66,6361,6151,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/385/GCF_002330385.1_ASM233038v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/385/GCA_002330385.1_ASM233038v1
Pseudomonas aeruginosa,env065b,19537,SAMN07504782 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330395.1 ,6.30072,66.5,-,NRBF01,59,6022,5847,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/395/GCF_002330395.1_ASM233039v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/395/GCA_002330395.1_ASM233039v1
Pseudomonas aeruginosa,env065a,19537,SAMN07504781 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330425.1 ,6.84792,66.1,-,NRBG01,99,6659,6420,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/425/GCF_002330425.1_ASM233042v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/425/GCA_002330425.1_ASM233042v1
Pseudomonas aeruginosa,env054,19537,SAMN07504780 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330435.1 ,6.86157,66.1,-,NRBH01,120,6702,6447,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/435/GCF_002330435.1_ASM233043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/435/GCA_002330435.1_ASM233043v1
Pseudomonas aeruginosa,env006b,19537,SAMN07504775 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330465.1 ,6.37301,66.5,-,NRBL01,57,6040,5886,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/465/GCF_002330465.1_ASM233046v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/465/GCA_002330465.1_ASM233046v1
Pseudomonas aeruginosa,env045,19537,SAMN07504777 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330475.1 ,6.44154,66.4,-,NRBJ01,69,6219,6044,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/475/GCF_002330475.1_ASM233047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/475/GCA_002330475.1_ASM233047v1
Pseudomonas aeruginosa,env408,19537,SAMN07504844 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330505.1 ,7.03977,65.8,-,NRFQ01,102,6865,6627,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/505/GCF_002330505.1_ASM233050v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/505/GCA_002330505.1_ASM233050v1
Pseudomonas aeruginosa,env005,19537,SAMN07504774 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330515.1 ,6.99569,65.9,-,NRBM01,106,6729,6497,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/515/GCF_002330515.1_ASM233051v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/515/GCA_002330515.1_ASM233051v1
Pseudomonas aeruginosa,env334,19537,SAMN07504839 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330525.1 ,6.69236,66.2,-,NRFS01,70,6388,6188,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/525/GCF_002330525.1_ASM233052v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/525/GCA_002330525.1_ASM233052v1
Pseudomonas aeruginosa,env224,19537,SAMN07504832 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330555.1 ,6.47747,66.3,-,NRFV01,90,6185,5993,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/555/GCF_002330555.1_ASM233055v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/555/GCA_002330555.1_ASM233055v1
Pseudomonas aeruginosa,env207,19537,SAMN07504830 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330585.1 ,6.47139,66.4,-,NRFW01,87,6159,5983,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/585/GCF_002330585.1_ASM233058v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/585/GCA_002330585.1_ASM233058v1
Pseudomonas aeruginosa,env201,19537,SAMN07504826 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330595.1 ,6.43792,66.4,-,NRGA01,58,6154,5996,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/595/GCF_002330595.1_ASM233059v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/595/GCA_002330595.1_ASM233059v1
Pseudomonas aeruginosa,env189,19537,SAMN07504823 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330605.1 ,6.81915,66.1,-,NRGC01,291,6674,6265,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/605/GCF_002330605.1_ASM233060v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/605/GCA_002330605.1_ASM233060v1
Pseudomonas aeruginosa,env139,19537,SAMN07504809 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330625.1 ,6.33751,66.5,-,NRAO01,70,6020,5858,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/625/GCF_002330625.1_ASM233062v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/625/GCA_002330625.1_ASM233062v1
Pseudomonas aeruginosa,env138,19537,SAMN07504808 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330665.1 ,6.28857,66.5,-,NRAP01,71,5976,5813,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/665/GCF_002330665.1_ASM233066v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/665/GCA_002330665.1_ASM233066v1
Pseudomonas aeruginosa,env126,19537,SAMN07504804 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330675.1 ,6.9358,66,-,NRAR01,232,6643,6341,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/675/GCF_002330675.1_ASM233067v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/675/GCA_002330675.1_ASM233067v1
Pseudomonas aeruginosa,env109b,19537,SAMN07504799 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330695.1 ,7.14403,65.9,-,NRAU01,71,6981,6723,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/695/GCF_002330695.1_ASM233069v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/695/GCA_002330695.1_ASM233069v1
Pseudomonas aeruginosa,env108,19537,SAMN07504798 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330725.1 ,6.36061,66.4,-,NRAV01,114,6057,5869,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/725/GCF_002330725.1_ASM233072v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/725/GCA_002330725.1_ASM233072v1
Pseudomonas aeruginosa,env107,19537,SAMN07504797 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330735.1 ,6.35735,66.5,-,NRAW01,73,6029,5872,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/735/GCF_002330735.1_ASM233073v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/735/GCA_002330735.1_ASM233073v1
Pseudomonas aeruginosa,env103,19537,SAMN07504794 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330765.1 ,6.34242,66.5,-,NRAY01,81,6055,5870,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/765/GCF_002330765.1_ASM233076v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/765/GCA_002330765.1_ASM233076v1
Pseudomonas aeruginosa,env101,19537,SAMN07504792 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330775.1 ,6.34223,66.5,-,NRBA01,47,5997,5845,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/775/GCF_002330775.1_ASM233077v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/775/GCA_002330775.1_ASM233077v1
Pseudomonas aeruginosa,env100,19537,SAMN07504791 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330805.1 ,6.45503,66.4,-,NRBB01,97,6216,5979,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/805/GCF_002330805.1_ASM233080v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/805/GCA_002330805.1_ASM233080v1
Pseudomonas aeruginosa,env099,19537,SAMN07504790 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330815.1 ,6.33934,66.5,-,NRBC01,71,6073,5892,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/815/GCF_002330815.1_ASM233081v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/815/GCA_002330815.1_ASM233081v1
Pseudomonas aeruginosa,env050,19537,SAMN07504778 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330835.1 ,6.97014,65.9,-,NRBI01,81,6791,6574,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/835/GCF_002330835.1_ASM233083v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/835/GCA_002330835.1_ASM233083v1
Pseudomonas aeruginosa,env079,19537,SAMN07504784 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330865.1 ,6.60788,66,-,NRBO01,121,6326,6078,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/865/GCF_002330865.1_ASM233086v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/865/GCA_002330865.1_ASM233086v1
Pseudomonas aeruginosa,env043,19537,SAMN07504776 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330875.1 ,6.90779,65.9,-,NRBK01,101,6646,6380,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/875/GCF_002330875.1_ASM233087v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/875/GCA_002330875.1_ASM233087v1
Pseudomonas aeruginosa,env068,19537,SAMN07504783 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330885.1 ,6.51666,66.3,-,NRBE01,79,6217,6032,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/885/GCF_002330885.1_ASM233088v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/885/GCA_002330885.1_ASM233088v1
Pseudomonas aeruginosa,env091,19537,SAMN07504786 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330925.1 ,7.00783,66,-,NRBP01,102,6761,6537,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/925/GCF_002330925.1_ASM233092v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/925/GCA_002330925.1_ASM233092v1
Pseudomonas aeruginosa,env084,19537,SAMN07504785 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002330955.1 ,6.49411,66.3,-,NRBN01,64,6251,6052,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/330/955/GCF_002330955.1_ASM233095v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/330/955/GCA_002330955.1_ASM233095v1
Pseudomonas aeruginosa,env187,19537,SAMN07504822 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002331985.1 ,6.81467,66.1,-,NRGD01,80,6583,6370,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/331/985/GCF_002331985.1_ASM233198v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/331/985/GCA_002331985.1_ASM233198v1
Pseudomonas aeruginosa,env169,19537,SAMN07504819 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002331995.1 ,6.78979,66,-,NRGE01,130,6412,6189,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/331/995/GCF_002331995.1_ASM233199v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/331/995/GCA_002331995.1_ASM233199v1
Pseudomonas aeruginosa,env135,19537,SAMN07504806 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002332015.1 ,6.4745,66.3,-,NRGG01,278,6112,5919,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/015/GCF_002332015.1_ASM233201v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/332/015/GCA_002332015.1_ASM233201v1
Pseudomonas aeruginosa,env133,19537,SAMN07504805 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002332035.1 ,6.35878,66.4,-,NRGH01,86,6037,5863,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/035/GCF_002332035.1_ASM233203v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/332/035/GCA_002332035.1_ASM233203v1
Pseudomonas aeruginosa,env113b,19537,SAMN07504803 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002332065.1 ,6.87592,66,-,NRGI01,143,6688,6439,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/065/GCF_002332065.1_ASM233206v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/332/065/GCA_002332065.1_ASM233206v1
Pseudomonas aeruginosa,env110b,19537,SAMN07504801 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002332085.1 ,7.14249,65.9,-,NRGJ01,92,6987,6714,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/085/GCF_002332085.1_ASM233208v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/332/085/GCA_002332085.1_ASM233208v1
Pseudomonas aeruginosa,env105,19537,SAMN07504796 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002332095.1 ,6.43699,66.5,-,NRGK01,85,6114,5934,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/095/GCF_002332095.1_ASM233209v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/332/095/GCA_002332095.1_ASM233209v1
Pseudomonas aeruginosa,env097,19537,SAMN07504789 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002332125.1 ,6.5846,66.2,-,NRGL01,218,6312,6078,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/125/GCF_002332125.1_ASM233212v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/332/125/GCA_002332125.1_ASM233212v1
Pseudomonas aeruginosa,env140,19537,SAMN07504810 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002332135.1 ,6.33894,66.5,-,NRGF01,76,6020,5852,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/135/GCF_002332135.1_ASM233213v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/332/135/GCA_002332135.1_ASM233213v1
Pseudomonas aeruginosa,env051b,19537,SAMN07504779 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002332165.1 ,6.97038,65.9,-,NRGM01,102,6807,6575,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/165/GCF_002332165.1_ASM233216v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/332/165/GCA_002332165.1_ASM233216v1
Pseudomonas aeruginosa,env092a,19537,SAMN07504787 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002332175.1 ,6.65977,66.1,-,NRGN01,128,6392,6138,9/21/2017,9/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/332/175/GCF_002332175.1_ASM233217v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/332/175/GCA_002332175.1_ASM233217v1
Pseudomonas aeruginosa,ICBSVIM-2,19537,SAMN07659122 ,PRJNA407638,Proteobacteria,Gammaproteobacteria,GCA_002351425.1 ,6.98074,65.9,-,NWBW01,184,6669,6460,9/23/2017,6/16/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/351/425/GCF_002351425.1_ASM235142v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/351/425/GCA_002351425.1_ASM235142v1
Pseudomonas aeruginosa,ICBBVIM-2,19537,SAMN07659296 ,PRJNA407637,Proteobacteria,Gammaproteobacteria,GCA_002351435.1 ,7.02932,65.9,-,NWBV01,341,6755,6489,9/23/2017,6/16/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/351/435/GCF_002351435.1_ASM235143v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/351/435/GCA_002351435.1_ASM235143v1
Pseudomonas aeruginosa,142,19537,SAMN07692779 ,PRJNA411997,Proteobacteria,Gammaproteobacteria,GCA_002411785.1 ,6.87714,65.9,-,NXHN01,378,6788,6361,10/3/2017,10/7/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/411/785/GCF_002411785.1_ASM241178v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/411/785/GCA_002411785.1_ASM241178v1
Pseudomonas aeruginosa,140,19537,SAMN07692778 ,PRJNA411997,Proteobacteria,Gammaproteobacteria,GCA_002411815.1 ,6.84081,65.9,-,NXHO01,285,6677,6341,10/3/2017,10/7/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/411/815/GCF_002411815.1_ASM241181v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/411/815/GCA_002411815.1_ASM241181v1
Pseudomonas aeruginosa,130,19537,SAMN07692777 ,PRJNA411997,Proteobacteria,Gammaproteobacteria,GCA_002411845.1 ,6.89296,65.9,-,NXHP01,274,6732,6406,10/3/2017,10/7/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/411/845/GCF_002411845.1_ASM241184v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/411/845/GCA_002411845.1_ASM241184v1
Pseudomonas aeruginosa,85,19537,SAMN07692775 ,PRJNA411997,Proteobacteria,Gammaproteobacteria,GCA_002411915.1 ,6.71993,66.1,-,NXHS01,127,6475,6238,10/3/2017,10/7/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/411/915/GCF_002411915.1_ASM241191v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/411/915/GCA_002411915.1_ASM241191v1
Pseudomonas aeruginosa,SJU-W4_3,19537,SAMN07504890 ,PRJNA393338,Proteobacteria,Gammaproteobacteria,GCA_002516415.1 ,6.7308,66.2,-,NREV01,102,6473,6284,9/21/2017,10/13/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/516/415/GCF_002516415.1_ASM251641v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/516/415/GCA_002516415.1_ASM251641v1
Pseudomonas aeruginosa,ATCC 9027,19537,SAMN07782395 ,PRJNA414238,Proteobacteria,Gammaproteobacteria,GCA_002563335.1 ,6.34249,66.6,-,PDLX01,59,6066,5795,10/17/2017,10/19/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/563/335/GCF_002563335.1_ASM256333v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/563/335/GCA_002563335.1_ASM256333v1
Pseudomonas aeruginosa,PA34,19537,SAMN07782262 ,PRJNA414228,Proteobacteria,Gammaproteobacteria,GCA_002591765.1 ,6.30234,66.3,-,PDLR01,17,6009,5858,10/19/2017,10/20/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/591/765/GCF_002591765.1_ASM259176v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/591/765/GCA_002591765.1_ASM259176v1
Pseudomonas aeruginosa,F34365,19537,SAMN02700179 ,PRJNA242659,Proteobacteria,Gammaproteobacteria,GCA_002724075.1 ,6.54451,66.3,-,JPDZ01,4,6160,5989,10/26/2017,10/28/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/724/075/GCF_002724075.1_P._aeruginosa_F34365,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/724/075/GCA_002724075.1_P._aeruginosa_F34365
Pseudomonas aeruginosa,X9820,19537,SAMN02887035 ,PRJNA253624,Proteobacteria,Gammaproteobacteria,GCA_002724095.1 ,6.40001,66.5,-,JPEA01,4,6067,5914,10/26/2017,10/28/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/724/095/GCF_002724095.1_P._aeruginosa_X9820,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/724/095/GCA_002724095.1_P._aeruginosa_X9820
Pseudomonas aeruginosa,m183,19537,SAMN08014105 ,PRJNA416429,Proteobacteria,Gammaproteobacteria,GCA_002794745.1 ,5.97808,66.8,-,PGPH01,231,5812,5540,11/21/2017,11/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/794/745/GCF_002794745.1_ASM279474v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/794/745/GCA_002794745.1_ASM279474v1
Pseudomonas aeruginosa,PA19,19537,SAMN08043181 ,PRJNA419120,Proteobacteria,Gammaproteobacteria,GCA_002835725.1 ,6.92701,66,-,PHST01,395,6733,6412,12/12/2017,12/14/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/835/725/GCF_002835725.1_ASM283572v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/835/725/GCA_002835725.1_ASM283572v1
Pseudomonas aeruginosa,PA151,19537,SAMN08043152 ,PRJNA419112,Proteobacteria,Gammaproteobacteria,GCA_002835765.1 ,6.7998,66.1,-,PHSS01,337,6528,6282,12/12/2017,12/14/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/835/765/GCF_002835765.1_ASM283576v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/835/765/GCA_002835765.1_ASM283576v1
